file,transit_count,period,radius_earth,semi_major_axis_au,equilibrium_temp_k,size_category,period_category
,1,4.4,303.6,,,Super-Jupiter,3-10 days
,1,80.28,6.3,,,Jupiter-sized,30-100 days
,1,74.68,1.12,,,Earth-sized,30-100 days
,1,5.16,237.45,,,Super-Jupiter,3-10 days
,1,16.55,1843.64,,,Super-Jupiter,10-30 days
,1,3.5,2828.7,,,Super-Jupiter,3-10 days
,1,13.31,162.68,,,Super-Jupiter,10-30 days
,1,3.18,98.81,,,Super-Jupiter,3-10 days
,1,46.85,3.08,,,Neptune-sized,30-100 days
,1,28.59,1237.96,,,Super-Jupiter,10-30 days
,1,6.81,202.2,,,Super-Jupiter,3-10 days
,1,17.88,575.19,,,Super-Jupiter,10-30 days
,1,13.13,185.77,,,Super-Jupiter,10-30 days
,1,12.17,179.6,,,Super-Jupiter,10-30 days
,1,4.43,246.63,,,Super-Jupiter,3-10 days
,1,3.79,162.55,,,Super-Jupiter,3-10 days
,1,4.45,107.9,,,Super-Jupiter,3-10 days
,1,93.56,8.07,,,Jupiter-sized,30-100 days
,1,10.0,1743.73,,,Super-Jupiter,3-10 days
,1,13.31,202.32,,,Super-Jupiter,10-30 days
,1,1.77,83.62,,,Super-Jupiter,<3 days
,1,9.99,403.65,,,Super-Jupiter,3-10 days
,1,10.1,4859.87,,,Super-Jupiter,10-30 days
,1,95.93,4.8,,,Jupiter-sized,30-100 days
,1,4.4,124.92,,,Super-Jupiter,3-10 days
,1,6.03,146.98,,,Super-Jupiter,3-10 days
,1,7.07,99.98,,,Super-Jupiter,3-10 days
,1,5.34,164.76,,,Super-Jupiter,3-10 days
,1,15.85,830.12,,,Super-Jupiter,10-30 days
,1,6.83,252.72,,,Super-Jupiter,3-10 days
,1,99.88,1.63,,,Super-Earth,30-100 days
,1,52.82,4.1,,,Jupiter-sized,30-100 days
,1,9.87,113.77,,,Super-Jupiter,3-10 days
,1,97.59,5.73,,,Jupiter-sized,30-100 days
,1,8.78,406.04,,,Super-Jupiter,3-10 days
,1,79.7,6.26,,,Jupiter-sized,30-100 days
,1,10.53,5816.27,,,Super-Jupiter,10-30 days
,1,69.3,4.54,,,Jupiter-sized,30-100 days
,1,37.87,3.98,,,Neptune-sized,30-100 days
,1,16.14,560.0,,,Super-Jupiter,10-30 days
,1,1.28,117.0,,,Super-Jupiter,<3 days
,1,2.7,8.44,,,Jupiter-sized,<3 days
,1,2.98,7.35,,,Jupiter-sized,<3 days
,1,13.28,795.83,,,Super-Jupiter,10-30 days
,1,4.56,108.77,,,Super-Jupiter,3-10 days
,1,9.12,398.75,,,Super-Jupiter,3-10 days
,1,2.83,120.32,,,Super-Jupiter,<3 days
,1,10.23,261.15,,,Super-Jupiter,10-30 days
,1,45.0,500.63,,,Super-Jupiter,30-100 days
,1,8.28,92.02,,,Super-Jupiter,3-10 days
,1,2.22,262.81,,,Super-Jupiter,<3 days
,1,8.94,2014.72,,,Super-Jupiter,3-10 days
,1,61.26,1.69,,,Super-Earth,30-100 days
,1,13.97,2515.39,,,Super-Jupiter,10-30 days
,1,20.11,628.76,,,Super-Jupiter,10-30 days
,1,5.48,1.29,,,Super-Earth,3-10 days
,1,35.63,308.71,,,Super-Jupiter,30-100 days
,1,98.13,2.16,,,Neptune-sized,30-100 days
,1,7.93,120.52,,,Super-Jupiter,3-10 days
,1,1.43,269.51,,,Super-Jupiter,<3 days
,1,1.49,2242.36,,,Super-Jupiter,<3 days
,1,8.26,102.18,,,Super-Jupiter,3-10 days
,1,28.09,3.16,,,Neptune-sized,10-30 days
,1,14.24,305.25,,,Super-Jupiter,10-30 days
,1,7.27,7.62,,,Jupiter-sized,3-10 days
,1,2.24,110.02,,,Super-Jupiter,<3 days
,1,69.46,9.55,,,Jupiter-sized,30-100 days
,1,82.98,7.58,,,Jupiter-sized,30-100 days
,1,61.76,2.9,,,Neptune-sized,30-100 days
,1,14.1,250.46,,,Super-Jupiter,10-30 days
,1,1.21,210.03,,,Super-Jupiter,<3 days
,1,8.01,168.8,,,Super-Jupiter,3-10 days
,1,18.41,3160.73,,,Super-Jupiter,10-30 days
,1,11.26,124.22,,,Super-Jupiter,10-30 days
,1,1.87,223.23,,,Super-Jupiter,<3 days
,1,26.99,244.73,,,Super-Jupiter,10-30 days
,1,2.7,203.23,,,Super-Jupiter,<3 days
,1,19.67,1402.55,,,Super-Jupiter,10-30 days
,1,3.02,225.44,,,Super-Jupiter,3-10 days
,1,12.27,181.07,,,Super-Jupiter,10-30 days
,1,3.18,98.23,,,Super-Jupiter,3-10 days
,1,24.51,3.3,,,Neptune-sized,10-30 days
,1,52.51,3.15,,,Neptune-sized,30-100 days
,1,47.57,4.27,,,Jupiter-sized,30-100 days
,1,36.19,1.36,,,Super-Earth,30-100 days
,1,1.98,100.92,,,Super-Jupiter,<3 days
,1,2.61,95.79,,,Super-Jupiter,<3 days
,1,30.59,6.86,,,Jupiter-sized,30-100 days
,1,7.01,155.75,,,Super-Jupiter,3-10 days
,1,13.12,3106.33,,,Super-Jupiter,10-30 days
,1,10.83,2951.07,,,Super-Jupiter,10-30 days
,1,47.63,1240.17,,,Super-Jupiter,30-100 days
,1,12.84,521.7,,,Super-Jupiter,10-30 days
,1,3.52,150.35,,,Super-Jupiter,3-10 days
,1,1.35,69.15,,,Super-Jupiter,<3 days
,1,12.11,145.8,,,Super-Jupiter,10-30 days
,1,16.82,6.23,,,Jupiter-sized,10-30 days
,1,7.32,5.0,,,Jupiter-sized,3-10 days
,1,14.25,4.11,,,Jupiter-sized,10-30 days
,1,91.64,1.93,,,Super-Earth,30-100 days
,1,10.45,2.64,,,Neptune-sized,10-30 days
,1,1.22,75.16,,,Super-Jupiter,<3 days
,1,14.82,429.16,,,Super-Jupiter,10-30 days
,1,2.54,494.17,,,Super-Jupiter,<3 days
,1,42.66,6.53,,,Jupiter-sized,30-100 days
,1,13.35,193.17,,,Super-Jupiter,10-30 days
,1,4.27,221.36,,,Super-Jupiter,3-10 days
,1,3.5,125.22,,,Super-Jupiter,3-10 days
,1,86.97,6.82,,,Jupiter-sized,30-100 days
,1,69.52,2.01,,,Neptune-sized,30-100 days
,1,8.28,9.65,,,Jupiter-sized,3-10 days
,1,10.83,211.01,,,Super-Jupiter,10-30 days
,1,8.99,139.83,,,Super-Jupiter,3-10 days
,1,10.84,143.01,,,Super-Jupiter,10-30 days
,1,11.96,239.24,,,Super-Jupiter,10-30 days
,1,73.85,7.16,,,Jupiter-sized,30-100 days
,1,45.03,1.78,,,Super-Earth,30-100 days
,1,27.92,6.08,,,Jupiter-sized,10-30 days
,1,60.99,9.45,,,Jupiter-sized,30-100 days
,1,4.39,356.0,,,Super-Jupiter,3-10 days
,1,13.22,325.63,,,Super-Jupiter,10-30 days
,1,8.58,193.15,,,Super-Jupiter,3-10 days
,1,40.1,360.5,,,Super-Jupiter,30-100 days
,1,28.72,4.25,,,Jupiter-sized,10-30 days
,1,11.27,1464.77,,,Super-Jupiter,10-30 days
,1,1.51,168.62,,,Super-Jupiter,<3 days
,1,3.38,201.33,,,Super-Jupiter,3-10 days
,1,11.52,175.43,,,Super-Jupiter,10-30 days
,1,6.84,218.09,,,Super-Jupiter,3-10 days
,1,3.67,156.24,,,Super-Jupiter,3-10 days
,1,40.74,5.56,,,Jupiter-sized,30-100 days
,1,4.89,905.29,,,Super-Jupiter,3-10 days
,1,44.86,2.86,,,Neptune-sized,30-100 days
,1,2.27,208.53,,,Super-Jupiter,<3 days
,1,10.93,199.04,,,Super-Jupiter,10-30 days
,1,5.39,210.28,,,Super-Jupiter,3-10 days
,1,96.09,8.67,,,Jupiter-sized,30-100 days
,1,12.72,161.22,,,Super-Jupiter,10-30 days
,1,4.83,109.16,,,Super-Jupiter,3-10 days
,1,12.73,939.99,,,Super-Jupiter,10-30 days
,1,7.21,115.63,,,Super-Jupiter,3-10 days
,1,32.9,6.62,,,Jupiter-sized,30-100 days
,1,96.42,8.47,,,Jupiter-sized,30-100 days
,1,7.1,330.75,,,Super-Jupiter,3-10 days
,1,73.92,6.98,,,Jupiter-sized,30-100 days
,1,62.69,2.47,,,Neptune-sized,30-100 days
,1,10.9,144.49,,,Super-Jupiter,10-30 days
,1,23.02,8.43,,,Jupiter-sized,10-30 days
,1,12.73,126.35,,,Super-Jupiter,10-30 days
,1,12.07,163.07,,,Super-Jupiter,10-30 days
,1,12.71,273.03,,,Super-Jupiter,10-30 days
,1,2.2,103.23,,,Super-Jupiter,<3 days
,1,12.3,1900.71,,,Super-Jupiter,10-30 days
,1,7.74,140.25,,,Super-Jupiter,3-10 days
,1,20.32,1625.76,,,Super-Jupiter,10-30 days
,1,38.76,699.66,,,Super-Jupiter,30-100 days
,1,42.45,1696.64,,,Super-Jupiter,30-100 days
,1,22.57,7.56,,,Jupiter-sized,10-30 days
,1,78.69,8.3,,,Jupiter-sized,30-100 days
,1,11.36,4.72,,,Jupiter-sized,10-30 days
,1,10.97,221.64,,,Super-Jupiter,10-30 days
,1,30.96,1.77,,,Super-Earth,30-100 days
,1,10.17,1.72,,,Super-Earth,10-30 days
,1,11.83,182.08,,,Super-Jupiter,10-30 days
,1,12.47,128.06,,,Super-Jupiter,10-30 days
,1,96.27,7.74,,,Jupiter-sized,30-100 days
,1,34.68,7.87,,,Jupiter-sized,30-100 days
,1,2.83,162.25,,,Super-Jupiter,<3 days
,1,66.81,6.24,,,Jupiter-sized,30-100 days
,1,38.96,6.55,,,Jupiter-sized,30-100 days
,1,72.13,6.72,,,Jupiter-sized,30-100 days
,1,40.99,4.24,,,Jupiter-sized,30-100 days
,1,18.1,1.98,,,Super-Earth,10-30 days
,1,2.74,113.72,,,Super-Jupiter,<3 days
,1,11.08,2756.01,,,Super-Jupiter,10-30 days
,1,12.75,216.24,,,Super-Jupiter,10-30 days
,1,4.62,152.51,,,Super-Jupiter,3-10 days
,1,6.89,282.86,,,Super-Jupiter,3-10 days
,1,92.79,7.66,,,Jupiter-sized,30-100 days
,1,3.29,92.71,,,Super-Jupiter,3-10 days
,1,2.44,157.38,,,Super-Jupiter,<3 days
,1,18.8,7.59,,,Jupiter-sized,10-30 days
,1,1.26,159.6,,,Super-Jupiter,<3 days
,1,7.16,163.36,,,Super-Jupiter,3-10 days
,1,90.83,5.29,,,Jupiter-sized,30-100 days
,1,62.56,2.17,,,Neptune-sized,30-100 days
,1,80.88,5.5,,,Jupiter-sized,30-100 days
,1,27.14,322.2,,,Super-Jupiter,10-30 days
,1,1.73,2310.9,,,Super-Jupiter,<3 days
,1,3.48,651.67,,,Super-Jupiter,3-10 days
,1,2.05,113.14,,,Super-Jupiter,<3 days
,1,18.43,547.74,,,Super-Jupiter,10-30 days
,1,11.32,147.1,,,Super-Jupiter,10-30 days
,1,2.35,120.96,,,Super-Jupiter,<3 days
,1,26.25,7.47,,,Jupiter-sized,10-30 days
,1,52.89,8.77,,,Jupiter-sized,30-100 days
,1,88.51,2.56,,,Neptune-sized,30-100 days
,1,12.69,3.57,,,Neptune-sized,10-30 days
,1,8.27,111.65,,,Super-Jupiter,3-10 days
,1,85.73,4.7,,,Jupiter-sized,30-100 days
,1,12.84,163.46,,,Super-Jupiter,10-30 days
,1,11.55,100.32,,,Super-Jupiter,10-30 days
,1,51.73,8.58,,,Jupiter-sized,30-100 days
,1,67.39,6.4,,,Jupiter-sized,30-100 days
,1,5.18,129.48,,,Super-Jupiter,3-10 days
,1,87.11,8.45,,,Jupiter-sized,30-100 days
,1,21.85,184.6,,,Super-Jupiter,10-30 days
,1,7.79,334.68,,,Super-Jupiter,3-10 days
,1,89.0,3.68,,,Neptune-sized,30-100 days
,1,3.54,119.21,,,Super-Jupiter,3-10 days
,1,7.04,1043.47,,,Super-Jupiter,3-10 days
,1,92.92,5.25,,,Jupiter-sized,30-100 days
,1,4.57,103.58,,,Super-Jupiter,3-10 days
,1,13.54,192.87,,,Super-Jupiter,10-30 days
,1,2.87,100.61,,,Super-Jupiter,<3 days
,1,80.25,1.4,,,Super-Earth,30-100 days
,1,5.39,8087.77,,,Super-Jupiter,3-10 days
,1,12.66,128.83,,,Super-Jupiter,10-30 days
,1,42.76,355.9,,,Super-Jupiter,30-100 days
,1,12.62,244.51,,,Super-Jupiter,10-30 days
,1,79.93,7.46,,,Jupiter-sized,30-100 days
,1,15.17,149.46,,,Super-Jupiter,10-30 days
,1,47.93,5.41,,,Jupiter-sized,30-100 days
,1,2.47,7.08,,,Jupiter-sized,<3 days
,1,67.91,5.0,,,Jupiter-sized,30-100 days
,1,1.2,159.66,,,Super-Jupiter,<3 days
,1,32.77,334.61,,,Super-Jupiter,30-100 days
,1,14.75,9.39,,,Jupiter-sized,10-30 days
,1,21.8,7.08,,,Jupiter-sized,10-30 days
,1,5.92,128.97,,,Super-Jupiter,3-10 days
,1,3.23,2511.29,,,Super-Jupiter,3-10 days
,1,65.92,7.56,,,Jupiter-sized,30-100 days
,1,99.09,3.7,,,Neptune-sized,30-100 days
,1,10.75,489.91,,,Super-Jupiter,10-30 days
,1,63.27,6.85,,,Jupiter-sized,30-100 days
,1,8.15,126.94,,,Super-Jupiter,3-10 days
,1,2.74,148.83,,,Super-Jupiter,<3 days
,1,61.26,9.22,,,Jupiter-sized,30-100 days
,1,11.7,720.4,,,Super-Jupiter,10-30 days
,1,2.12,3333.57,,,Super-Jupiter,<3 days
,1,50.25,9.9,,,Jupiter-sized,30-100 days
,1,12.84,152.87,,,Super-Jupiter,10-30 days
,1,9.73,161.32,,,Super-Jupiter,3-10 days
,1,6.94,111.79,,,Super-Jupiter,3-10 days
,1,69.82,6.01,,,Jupiter-sized,30-100 days
,1,10.73,135.7,,,Super-Jupiter,10-30 days
,1,17.39,1727.78,,,Super-Jupiter,10-30 days
,1,96.0,9.01,,,Jupiter-sized,30-100 days
,1,5.43,1.64,,,Super-Earth,3-10 days
,1,2.87,109.14,,,Super-Jupiter,<3 days
,1,8.89,9.67,,,Jupiter-sized,3-10 days
,1,12.79,109.66,,,Super-Jupiter,10-30 days
,1,7.06,175.72,,,Super-Jupiter,3-10 days
,1,98.71,8.75,,,Jupiter-sized,30-100 days
,1,16.33,2.6,,,Neptune-sized,10-30 days
,1,39.17,2.06,,,Neptune-sized,30-100 days
,1,8.35,6.6,,,Jupiter-sized,3-10 days
,1,10.12,289.57,,,Super-Jupiter,10-30 days
,1,91.88,3.04,,,Neptune-sized,30-100 days
,1,14.1,4.91,,,Jupiter-sized,10-30 days
,1,4.04,156.42,,,Super-Jupiter,3-10 days
,1,4.52,130.91,,,Super-Jupiter,3-10 days
,1,23.47,3.72,,,Neptune-sized,10-30 days
,1,9.93,103.95,,,Super-Jupiter,3-10 days
,1,8.67,104.06,,,Super-Jupiter,3-10 days
,1,8.04,665.49,,,Super-Jupiter,3-10 days
,1,12.31,3.18,,,Neptune-sized,10-30 days
,1,4.91,138.27,,,Super-Jupiter,3-10 days
,1,3.06,234.21,,,Super-Jupiter,3-10 days
,1,13.23,151.56,,,Super-Jupiter,10-30 days
,1,42.66,318.77,,,Super-Jupiter,30-100 days
,1,10.07,147.09,,,Super-Jupiter,10-30 days
,1,38.71,4.34,,,Jupiter-sized,30-100 days
,1,57.92,7.24,,,Jupiter-sized,30-100 days
,1,12.93,135.44,,,Super-Jupiter,10-30 days
,1,25.11,1.48,,,Super-Earth,10-30 days
,1,29.73,879.92,,,Super-Jupiter,10-30 days
,1,3.55,311.94,,,Super-Jupiter,3-10 days
,1,13.04,179.66,,,Super-Jupiter,10-30 days
,1,7.36,182.94,,,Super-Jupiter,3-10 days
,1,2.63,137.65,,,Super-Jupiter,<3 days
,1,1.39,2012.78,,,Super-Jupiter,<3 days
,1,6.36,142.36,,,Super-Jupiter,3-10 days
,1,1.95,162.16,,,Super-Jupiter,<3 days
,1,8.21,127.89,,,Super-Jupiter,3-10 days
,1,4.81,129.1,,,Super-Jupiter,3-10 days
,1,90.41,1.33,,,Super-Earth,30-100 days
,1,46.88,9.55,,,Jupiter-sized,30-100 days
,1,2.02,75.65,,,Super-Jupiter,<3 days
,1,10.24,366.5,,,Super-Jupiter,10-30 days
,1,85.7,9.68,,,Jupiter-sized,30-100 days
,1,7.87,162.38,,,Super-Jupiter,3-10 days
,1,12.44,227.78,,,Super-Jupiter,10-30 days
,1,16.16,4.34,,,Jupiter-sized,10-30 days
,1,12.77,208.25,,,Super-Jupiter,10-30 days
,1,9.17,176.41,,,Super-Jupiter,3-10 days
,1,80.49,1.78,,,Super-Earth,30-100 days
,1,71.7,4.4,,,Jupiter-sized,30-100 days
,1,3.25,179.61,,,Super-Jupiter,3-10 days
,1,48.51,7.65,,,Jupiter-sized,30-100 days
,1,12.8,192.02,,,Super-Jupiter,10-30 days
,1,10.54,4.06,,,Jupiter-sized,10-30 days
,1,12.67,167.95,,,Super-Jupiter,10-30 days
,1,5.35,556.52,,,Super-Jupiter,3-10 days
,1,3.8,94.47,,,Super-Jupiter,3-10 days
,1,1.43,78.1,,,Super-Jupiter,<3 days
,1,2.42,502.64,,,Super-Jupiter,<3 days
,1,12.89,205.37,,,Super-Jupiter,10-30 days
,1,45.7,8.24,,,Jupiter-sized,30-100 days
,1,1.34,281.55,,,Super-Jupiter,<3 days
,1,6.89,143.2,,,Super-Jupiter,3-10 days
,1,11.77,918.73,,,Super-Jupiter,10-30 days
,1,38.74,9.79,,,Jupiter-sized,30-100 days
,1,37.27,842.98,,,Super-Jupiter,30-100 days
,1,9.28,509.95,,,Super-Jupiter,3-10 days
,1,11.09,125.26,,,Super-Jupiter,10-30 days
,1,2.72,96.19,,,Super-Jupiter,<3 days
,1,41.41,612.57,,,Super-Jupiter,30-100 days
,1,10.98,217.4,,,Super-Jupiter,10-30 days
,1,22.33,1903.03,,,Super-Jupiter,10-30 days
,1,7.29,168.99,,,Super-Jupiter,3-10 days
,1,97.19,6.99,,,Jupiter-sized,30-100 days
,1,2.48,142.62,,,Super-Jupiter,<3 days
,1,12.39,233.48,,,Super-Jupiter,10-30 days
,1,65.19,2.39,,,Neptune-sized,30-100 days
,1,10.86,734.94,,,Super-Jupiter,10-30 days
,1,19.7,3.56,,,Neptune-sized,10-30 days
,1,13.73,545.21,,,Super-Jupiter,10-30 days
,1,7.69,121.32,,,Super-Jupiter,3-10 days
,1,40.69,255.52,,,Super-Jupiter,30-100 days
,1,1.74,81.7,,,Super-Jupiter,<3 days
,1,13.12,3182.75,,,Super-Jupiter,10-30 days
,1,5.94,142.69,,,Super-Jupiter,3-10 days
,1,43.91,1.35,,,Super-Earth,30-100 days
,1,43.46,5.92,,,Jupiter-sized,30-100 days
,1,4.58,102.93,,,Super-Jupiter,3-10 days
,1,17.73,412.83,,,Super-Jupiter,10-30 days
,1,4.63,163.94,,,Super-Jupiter,3-10 days
,1,14.58,568.7,,,Super-Jupiter,10-30 days
,1,3.0,338.41,,,Super-Jupiter,<3 days
,1,21.65,2.7,,,Neptune-sized,10-30 days
,1,36.8,7.59,,,Jupiter-sized,30-100 days
,1,8.22,184.22,,,Super-Jupiter,3-10 days
,1,4.82,151.37,,,Super-Jupiter,3-10 days
,1,28.97,9.37,,,Jupiter-sized,10-30 days
,1,92.95,2.96,,,Neptune-sized,30-100 days
,1,2.21,8173.4,,,Super-Jupiter,<3 days
,1,4.71,146.6,,,Super-Jupiter,3-10 days
,1,45.84,1.02,,,Earth-sized,30-100 days
,1,10.27,166.83,,,Super-Jupiter,10-30 days
,1,3.11,366.65,,,Super-Jupiter,3-10 days
,1,35.06,329.85,,,Super-Jupiter,30-100 days
,1,4.73,305.01,,,Super-Jupiter,3-10 days
,1,74.54,3.67,,,Neptune-sized,30-100 days
,1,1.29,67.91,,,Super-Jupiter,<3 days
,1,30.89,3.41,,,Neptune-sized,30-100 days
,1,67.65,7.27,,,Jupiter-sized,30-100 days
,1,15.24,1599.4,,,Super-Jupiter,10-30 days
,1,89.76,7.42,,,Jupiter-sized,30-100 days
,1,19.27,445.56,,,Super-Jupiter,10-30 days
,1,13.42,194.51,,,Super-Jupiter,10-30 days
,1,62.79,8.36,,,Jupiter-sized,30-100 days
,1,11.68,1012.87,,,Super-Jupiter,10-30 days
,1,81.03,5.62,,,Jupiter-sized,30-100 days
,1,66.11,6.78,,,Jupiter-sized,30-100 days
,1,3.85,3.06,,,Neptune-sized,3-10 days
,1,5.23,78.35,,,Super-Jupiter,3-10 days
,1,28.22,2.56,,,Neptune-sized,10-30 days
,1,11.47,211.76,,,Super-Jupiter,10-30 days
,1,10.05,306.64,,,Super-Jupiter,10-30 days
,1,27.97,3.42,,,Neptune-sized,10-30 days
,1,31.74,654.98,,,Super-Jupiter,30-100 days
,1,48.95,6.75,,,Jupiter-sized,30-100 days
,1,12.2,303.84,,,Super-Jupiter,10-30 days
,1,9.42,152.88,,,Super-Jupiter,3-10 days
,1,81.81,7.21,,,Jupiter-sized,30-100 days
,1,11.81,129.64,,,Super-Jupiter,10-30 days
,1,7.05,139.86,,,Super-Jupiter,3-10 days
,1,4.69,111.48,,,Super-Jupiter,3-10 days
,1,1.31,76.91,,,Super-Jupiter,<3 days
,1,2.21,1003.11,,,Super-Jupiter,<3 days
,1,91.46,7.55,,,Jupiter-sized,30-100 days
,1,2.5,302.7,,,Super-Jupiter,<3 days
,1,13.35,159.78,,,Super-Jupiter,10-30 days
,1,92.82,9.79,,,Jupiter-sized,30-100 days
,1,10.3,171.86,,,Super-Jupiter,10-30 days
,1,34.0,2.95,,,Neptune-sized,30-100 days
,1,4.44,119.17,,,Super-Jupiter,3-10 days
,1,8.58,196.12,,,Super-Jupiter,3-10 days
,1,12.16,5.91,,,Jupiter-sized,10-30 days
,1,47.77,7.42,,,Jupiter-sized,30-100 days
,1,9.03,178.13,,,Super-Jupiter,3-10 days
,1,4.51,133.77,,,Super-Jupiter,3-10 days
,1,8.69,228.02,,,Super-Jupiter,3-10 days
,1,1.62,149.8,,,Super-Jupiter,<3 days
,1,7.29,231.7,,,Super-Jupiter,3-10 days
,1,12.22,206.32,,,Super-Jupiter,10-30 days
,1,79.68,9.57,,,Jupiter-sized,30-100 days
,1,30.94,409.9,,,Super-Jupiter,30-100 days
,1,89.25,8.78,,,Jupiter-sized,30-100 days
,1,1.22,116.41,,,Super-Jupiter,<3 days
,1,2.92,9.36,,,Jupiter-sized,<3 days
,1,77.7,4.6,,,Jupiter-sized,30-100 days
,1,9.24,2024.23,,,Super-Jupiter,3-10 days
,1,33.62,256.81,,,Super-Jupiter,30-100 days
,1,5.55,1928.72,,,Super-Jupiter,3-10 days
,1,11.34,252.81,,,Super-Jupiter,10-30 days
,1,13.85,187.27,,,Super-Jupiter,10-30 days
,1,42.48,4.51,,,Jupiter-sized,30-100 days
,1,13.25,1.11,,,Earth-sized,10-30 days
,1,15.04,204.47,,,Super-Jupiter,10-30 days
,1,45.29,3.52,,,Neptune-sized,30-100 days
,1,47.2,4.18,,,Jupiter-sized,30-100 days
,1,73.93,6.85,,,Jupiter-sized,30-100 days
,1,10.06,497.79,,,Super-Jupiter,10-30 days
,1,2.58,475.3,,,Super-Jupiter,<3 days
,1,8.44,156.84,,,Super-Jupiter,3-10 days
,1,44.23,3.64,,,Neptune-sized,30-100 days
,1,5.91,128.93,,,Super-Jupiter,3-10 days
,1,99.76,9.23,,,Jupiter-sized,30-100 days
,1,98.76,5.74,,,Jupiter-sized,30-100 days
,1,18.91,9.92,,,Jupiter-sized,10-30 days
,1,2.46,258.19,,,Super-Jupiter,<3 days
,1,17.78,1984.16,,,Super-Jupiter,10-30 days
,1,60.23,9.04,,,Jupiter-sized,30-100 days
,1,10.69,133.85,,,Super-Jupiter,10-30 days
,1,1.41,209.54,,,Super-Jupiter,<3 days
,1,8.8,1.18,,,Earth-sized,3-10 days
,1,75.12,5.86,,,Jupiter-sized,30-100 days
,1,8.58,4.75,,,Jupiter-sized,3-10 days
,1,13.27,310.36,,,Super-Jupiter,10-30 days
,1,81.06,1.88,,,Super-Earth,30-100 days
,1,24.72,9.57,,,Jupiter-sized,10-30 days
,1,7.55,8.52,,,Jupiter-sized,3-10 days
,1,12.36,142.1,,,Super-Jupiter,10-30 days
,1,8.21,6.57,,,Jupiter-sized,3-10 days
,1,6.05,125.68,,,Super-Jupiter,3-10 days
,1,9.78,390.32,,,Super-Jupiter,3-10 days
,1,31.17,2.21,,,Neptune-sized,30-100 days
,1,95.11,3.08,,,Neptune-sized,30-100 days
,1,1.2,115.79,,,Super-Jupiter,<3 days
,1,4.43,418.6,,,Super-Jupiter,3-10 days
,1,44.79,720.62,,,Super-Jupiter,30-100 days
,1,98.87,8.61,,,Jupiter-sized,30-100 days
,1,1.4,72.38,,,Super-Jupiter,<3 days
,1,13.83,335.95,,,Super-Jupiter,10-30 days
,1,1.22,109.37,,,Super-Jupiter,<3 days
,1,35.64,3.12,,,Neptune-sized,30-100 days
,1,13.01,283.5,,,Super-Jupiter,10-30 days
,1,20.74,605.71,,,Super-Jupiter,10-30 days
,1,18.51,1224.29,,,Super-Jupiter,10-30 days
,1,47.08,1.82,,,Super-Earth,30-100 days
,1,45.01,9.92,,,Jupiter-sized,30-100 days
,1,70.73,5.5,,,Jupiter-sized,30-100 days
,1,3.83,82.73,,,Super-Jupiter,3-10 days
,1,13.28,269.11,,,Super-Jupiter,10-30 days
,1,9.35,1.31,,,Super-Earth,3-10 days
,1,2.97,436.69,,,Super-Jupiter,<3 days
,1,10.99,281.22,,,Super-Jupiter,10-30 days
,1,6.98,781.9,,,Super-Jupiter,3-10 days
,1,11.47,532.4,,,Super-Jupiter,10-30 days
,1,48.03,8.01,,,Jupiter-sized,30-100 days
,1,23.59,380.0,,,Super-Jupiter,10-30 days
,1,89.13,8.07,,,Jupiter-sized,30-100 days
,1,33.99,2.99,,,Neptune-sized,30-100 days
,1,94.19,7.92,,,Jupiter-sized,30-100 days
,1,1.08,5.92,,,Jupiter-sized,<3 days
,1,7.54,149.25,,,Super-Jupiter,3-10 days
,1,3.22,194.52,,,Super-Jupiter,3-10 days
,1,48.56,5.61,,,Jupiter-sized,30-100 days
,1,47.94,2.59,,,Neptune-sized,30-100 days
,1,3.89,87.91,,,Super-Jupiter,3-10 days
,1,9.72,3.6,,,Neptune-sized,3-10 days
,1,91.11,2.59,,,Neptune-sized,30-100 days
,1,21.16,4.38,,,Jupiter-sized,10-30 days
,1,22.54,1.4,,,Super-Earth,10-30 days
,1,3.01,5.49,,,Jupiter-sized,3-10 days
,1,75.62,6.69,,,Jupiter-sized,30-100 days
,1,17.27,557.71,,,Super-Jupiter,10-30 days
,1,34.01,4.41,,,Jupiter-sized,30-100 days
,1,81.92,5.68,,,Jupiter-sized,30-100 days
,1,3.49,76.51,,,Super-Jupiter,3-10 days
,1,63.89,2.54,,,Neptune-sized,30-100 days
,1,1.77,174.95,,,Super-Jupiter,<3 days
,1,12.99,286.54,,,Super-Jupiter,10-30 days
,1,12.96,147.96,,,Super-Jupiter,10-30 days
,1,4.43,413.57,,,Super-Jupiter,3-10 days
,1,9.68,461.09,,,Super-Jupiter,3-10 days
,1,27.49,462.48,,,Super-Jupiter,10-30 days
,1,87.76,4.54,,,Jupiter-sized,30-100 days
,1,43.89,550.39,,,Super-Jupiter,30-100 days
,1,89.6,3.77,,,Neptune-sized,30-100 days
,1,34.72,469.44,,,Super-Jupiter,30-100 days
,1,6.35,177.49,,,Super-Jupiter,3-10 days
,1,2.01,469.65,,,Super-Jupiter,<3 days
,1,75.52,3.87,,,Neptune-sized,30-100 days
,1,3.49,330.8,,,Super-Jupiter,3-10 days
,1,4.99,105.35,,,Super-Jupiter,3-10 days
,1,55.42,9.77,,,Jupiter-sized,30-100 days
,1,11.51,422.78,,,Super-Jupiter,10-30 days
,1,1.29,82.95,,,Super-Jupiter,<3 days
,1,71.76,2.44,,,Neptune-sized,30-100 days
