file,transit_count,period,radius_earth,semi_major_axis_au,equilibrium_temp_k,size_category,period_category
,1,15.46,1053.3,,,Super-Jupiter,10-30 days
,1,6.25,155.41,,,Super-Jupiter,3-10 days
,1,7.24,198.09,,,Super-Jupiter,3-10 days
,1,6.2,2.41,,,Neptune-sized,3-10 days
,1,9.25,4.17,,,Jupiter-sized,3-10 days
,1,71.0,2.69,,,Neptune-sized,30-100 days
,1,92.45,3.27,,,Neptune-sized,30-100 days
,1,60.09,1.43,,,Super-Earth,30-100 days
,1,12.75,175.22,,,Super-Jupiter,10-30 days
,1,81.22,7.67,,,Jupiter-sized,30-100 days
,1,7.47,125.17,,,Super-Jupiter,3-10 days
,1,2.5,1109.2,,,Super-Jupiter,<3 days
,1,7.2,157.17,,,Super-Jupiter,3-10 days
,1,32.82,3.29,,,Neptune-sized,30-100 days
,1,9.37,224.17,,,Super-Jupiter,3-10 days
,1,6.87,152.7,,,Super-Jupiter,3-10 days
,1,7.84,3.72,,,Neptune-sized,3-10 days
,1,91.1,3.46,,,Neptune-sized,30-100 days
,1,9.73,148.1,,,Super-Jupiter,3-10 days
,1,39.62,390.19,,,Super-Jupiter,30-100 days
,1,13.19,171.67,,,Super-Jupiter,10-30 days
,1,16.55,355.1,,,Super-Jupiter,10-30 days
,1,1.48,58.38,,,Super-Jupiter,<3 days
,1,13.76,227.22,,,Super-Jupiter,10-30 days
,1,10.67,5.45,,,Jupiter-sized,10-30 days
,1,1.44,108.67,,,Super-Jupiter,<3 days
,1,47.29,9.23,,,Jupiter-sized,30-100 days
,1,5.49,119.47,,,Super-Jupiter,3-10 days
,1,13.84,3.61,,,Neptune-sized,10-30 days
,1,8.29,403.45,,,Super-Jupiter,3-10 days
,1,41.76,1140.47,,,Super-Jupiter,30-100 days
,1,74.03,2.44,,,Neptune-sized,30-100 days
,1,44.88,1.36,,,Super-Earth,30-100 days
,1,14.19,635.3,,,Super-Jupiter,10-30 days
,1,39.06,1073.49,,,Super-Jupiter,30-100 days
,1,6.54,144.78,,,Super-Jupiter,3-10 days
,1,2.71,112.14,,,Super-Jupiter,<3 days
,1,67.41,6.56,,,Jupiter-sized,30-100 days
,1,4.98,150.76,,,Super-Jupiter,3-10 days
,1,20.84,6.88,,,Jupiter-sized,10-30 days
,1,11.5,1053.58,,,Super-Jupiter,10-30 days
,1,1.37,81.87,,,Super-Jupiter,<3 days
,1,98.86,3.32,,,Neptune-sized,30-100 days
,1,32.97,7.63,,,Jupiter-sized,30-100 days
,1,9.25,147.25,,,Super-Jupiter,3-10 days
,1,93.7,3.38,,,Neptune-sized,30-100 days
,1,10.85,133.93,,,Super-Jupiter,10-30 days
,1,25.11,1.04,,,Earth-sized,10-30 days
,1,77.99,9.02,,,Jupiter-sized,30-100 days
,1,8.14,261.04,,,Super-Jupiter,3-10 days
,1,10.43,112.02,,,Super-Jupiter,10-30 days
,1,7.98,244.42,,,Super-Jupiter,3-10 days
,1,70.93,3.14,,,Neptune-sized,30-100 days
,1,5.86,472.97,,,Super-Jupiter,3-10 days
,1,15.01,5.78,,,Jupiter-sized,10-30 days
,1,9.4,144.68,,,Super-Jupiter,3-10 days
,1,39.83,9.17,,,Jupiter-sized,30-100 days
,1,33.29,9.35,,,Jupiter-sized,30-100 days
,1,31.85,1.02,,,Earth-sized,30-100 days
,1,75.23,9.36,,,Jupiter-sized,30-100 days
,1,10.12,387.97,,,Super-Jupiter,10-30 days
,1,3.16,171.25,,,Super-Jupiter,3-10 days
,1,13.6,142.43,,,Super-Jupiter,10-30 days
,1,9.82,9.96,,,Jupiter-sized,3-10 days
,1,6.6,1.38,,,Super-Earth,3-10 days
,1,2.57,114.94,,,Super-Jupiter,<3 days
,1,11.21,152.68,,,Super-Jupiter,10-30 days
,1,11.89,525.21,,,Super-Jupiter,10-30 days
,1,78.11,3.9,,,Neptune-sized,30-100 days
,1,60.72,6.35,,,Jupiter-sized,30-100 days
,1,10.65,266.92,,,Super-Jupiter,10-30 days
,1,2.9,153.99,,,Super-Jupiter,<3 days
,1,4.26,129.78,,,Super-Jupiter,3-10 days
,1,1.25,70.02,,,Super-Jupiter,<3 days
,1,4.93,115.42,,,Super-Jupiter,3-10 days
,1,7.47,189.02,,,Super-Jupiter,3-10 days
,1,9.58,107.02,,,Super-Jupiter,3-10 days
,1,88.01,6.8,,,Jupiter-sized,30-100 days
,1,11.5,2.55,,,Neptune-sized,10-30 days
,1,82.28,9.54,,,Jupiter-sized,30-100 days
,1,7.17,138.64,,,Super-Jupiter,3-10 days
,1,2.0,105.02,,,Super-Jupiter,<3 days
,1,45.41,7.0,,,Jupiter-sized,30-100 days
,1,1.27,221.14,,,Super-Jupiter,<3 days
,1,10.72,442.4,,,Super-Jupiter,10-30 days
,1,58.15,4.16,,,Jupiter-sized,30-100 days
,1,35.74,7.74,,,Jupiter-sized,30-100 days
,1,1.05,5.38,,,Jupiter-sized,<3 days
,1,38.55,4.34,,,Jupiter-sized,30-100 days
,1,1.96,341.12,,,Super-Jupiter,<3 days
,1,86.87,1.52,,,Super-Earth,30-100 days
,1,62.1,1.83,,,Super-Earth,30-100 days
,1,5.39,1985.36,,,Super-Jupiter,3-10 days
,1,95.41,4.55,,,Jupiter-sized,30-100 days
,1,84.53,3.72,,,Neptune-sized,30-100 days
,1,12.74,191.04,,,Super-Jupiter,10-30 days
,1,29.99,1.17,,,Earth-sized,10-30 days
,1,44.76,746.59,,,Super-Jupiter,30-100 days
,1,46.37,6.41,,,Jupiter-sized,30-100 days
,1,9.99,109.33,,,Super-Jupiter,3-10 days
,1,95.05,3.37,,,Neptune-sized,30-100 days
,1,7.34,172.91,,,Super-Jupiter,3-10 days
,1,23.07,5.55,,,Jupiter-sized,10-30 days
,1,1.72,198.35,,,Super-Jupiter,<3 days
,1,70.9,8.08,,,Jupiter-sized,30-100 days
,1,7.38,123.81,,,Super-Jupiter,3-10 days
,1,93.55,3.8,,,Neptune-sized,30-100 days
,1,3.01,1176.04,,,Super-Jupiter,3-10 days
,1,12.87,174.0,,,Super-Jupiter,10-30 days
,1,7.6,173.65,,,Super-Jupiter,3-10 days
,1,41.08,8.72,,,Jupiter-sized,30-100 days
,1,5.75,86.36,,,Super-Jupiter,3-10 days
,1,13.1,968.48,,,Super-Jupiter,10-30 days
,1,32.99,735.93,,,Super-Jupiter,30-100 days
,1,12.7,400.43,,,Super-Jupiter,10-30 days
,1,85.92,3.34,,,Neptune-sized,30-100 days
,1,88.76,8.34,,,Jupiter-sized,30-100 days
,1,22.84,334.26,,,Super-Jupiter,10-30 days
,1,2.28,147.39,,,Super-Jupiter,<3 days
,1,30.06,5.74,,,Jupiter-sized,30-100 days
,1,11.83,235.17,,,Super-Jupiter,10-30 days
,1,9.38,415.54,,,Super-Jupiter,3-10 days
,1,11.01,713.56,,,Super-Jupiter,10-30 days
,1,6.9,144.61,,,Super-Jupiter,3-10 days
,1,11.38,7.17,,,Jupiter-sized,10-30 days
,1,2.1,116.48,,,Super-Jupiter,<3 days
,1,6.67,235.85,,,Super-Jupiter,3-10 days
,1,33.86,927.05,,,Super-Jupiter,30-100 days
,1,9.52,162.14,,,Super-Jupiter,3-10 days
,1,56.9,9.07,,,Jupiter-sized,30-100 days
,1,4.67,141.63,,,Super-Jupiter,3-10 days
,1,12.95,3.61,,,Neptune-sized,10-30 days
,1,44.98,2.97,,,Neptune-sized,30-100 days
,1,12.79,5.61,,,Jupiter-sized,10-30 days
,1,6.67,8.03,,,Jupiter-sized,3-10 days
,1,32.72,4.63,,,Jupiter-sized,30-100 days
,1,5.6,187.21,,,Super-Jupiter,3-10 days
,1,35.71,2.84,,,Neptune-sized,30-100 days
,1,1.57,87.84,,,Super-Jupiter,<3 days
,1,37.05,4.93,,,Jupiter-sized,30-100 days
,1,5.06,115.79,,,Super-Jupiter,3-10 days
,1,18.33,1857.25,,,Super-Jupiter,10-30 days
,1,92.75,3.48,,,Neptune-sized,30-100 days
,1,12.84,180.79,,,Super-Jupiter,10-30 days
,1,12.8,162.09,,,Super-Jupiter,10-30 days
,1,60.63,2.97,,,Neptune-sized,30-100 days
,1,4.73,86.98,,,Super-Jupiter,3-10 days
,1,18.18,306.84,,,Super-Jupiter,10-30 days
,1,6.84,137.65,,,Super-Jupiter,3-10 days
,1,20.91,3.75,,,Neptune-sized,10-30 days
,1,59.81,4.23,,,Jupiter-sized,30-100 days
,1,7.07,182.58,,,Super-Jupiter,3-10 days
,1,87.76,1.4,,,Super-Earth,30-100 days
,1,10.26,96.03,,,Super-Jupiter,10-30 days
,1,10.4,125.51,,,Super-Jupiter,10-30 days
,1,11.19,128.08,,,Super-Jupiter,10-30 days
,1,11.08,213.76,,,Super-Jupiter,10-30 days
,1,93.95,6.86,,,Jupiter-sized,30-100 days
,1,7.19,577.84,,,Super-Jupiter,3-10 days
,1,12.5,177.6,,,Super-Jupiter,10-30 days
,1,8.01,150.69,,,Super-Jupiter,3-10 days
,1,40.74,2.38,,,Neptune-sized,30-100 days
,1,1.21,90.65,,,Super-Jupiter,<3 days
,1,1.47,140.48,,,Super-Jupiter,<3 days
,1,6.96,122.14,,,Super-Jupiter,3-10 days
,1,46.25,1.02,,,Earth-sized,30-100 days
,1,57.31,8.28,,,Jupiter-sized,30-100 days
,1,10.99,1167.56,,,Super-Jupiter,10-30 days
,1,11.51,163.28,,,Super-Jupiter,10-30 days
,1,3.35,103.6,,,Super-Jupiter,3-10 days
,1,12.65,190.7,,,Super-Jupiter,10-30 days
,1,93.71,4.54,,,Jupiter-sized,30-100 days
,1,5.21,179.81,,,Super-Jupiter,3-10 days
,1,13.41,161.75,,,Super-Jupiter,10-30 days
,1,79.61,5.32,,,Jupiter-sized,30-100 days
,1,23.51,2.67,,,Neptune-sized,10-30 days
,1,9.09,183.67,,,Super-Jupiter,3-10 days
,1,4.54,2282.33,,,Super-Jupiter,3-10 days
,1,13.15,226.16,,,Super-Jupiter,10-30 days
,1,79.38,3.76,,,Neptune-sized,30-100 days
,1,10.57,629.27,,,Super-Jupiter,10-30 days
,1,1.21,176.34,,,Super-Jupiter,<3 days
,1,13.31,724.51,,,Super-Jupiter,10-30 days
,1,28.7,9.06,,,Jupiter-sized,10-30 days
,1,12.06,3202.01,,,Super-Jupiter,10-30 days
,1,4.14,242.4,,,Super-Jupiter,3-10 days
,1,6.91,268.48,,,Super-Jupiter,3-10 days
,1,2.05,200.29,,,Super-Jupiter,<3 days
,1,4.51,97.48,,,Super-Jupiter,3-10 days
,1,85.68,8.26,,,Jupiter-sized,30-100 days
,1,13.05,226.6,,,Super-Jupiter,10-30 days
,1,1.35,190.6,,,Super-Jupiter,<3 days
,1,17.19,758.7,,,Super-Jupiter,10-30 days
,1,13.85,253.81,,,Super-Jupiter,10-30 days
,1,5.34,81.19,,,Super-Jupiter,3-10 days
,1,10.47,210.86,,,Super-Jupiter,10-30 days
,1,76.3,9.91,,,Jupiter-sized,30-100 days
,1,4.56,2079.06,,,Super-Jupiter,3-10 days
,1,7.42,243.75,,,Super-Jupiter,3-10 days
,1,11.25,1471.78,,,Super-Jupiter,10-30 days
,1,9.99,403.65,,,Super-Jupiter,3-10 days
,1,39.59,2.63,,,Neptune-sized,30-100 days
,1,5.47,159.12,,,Super-Jupiter,3-10 days
,1,2.4,122.63,,,Super-Jupiter,<3 days
,1,20.36,303.97,,,Super-Jupiter,10-30 days
,1,95.8,3.03,,,Neptune-sized,30-100 days
,1,70.79,5.04,,,Jupiter-sized,30-100 days
,1,2.07,110.3,,,Super-Jupiter,<3 days
,1,2.22,2590.39,,,Super-Jupiter,<3 days
,1,7.45,1.94,,,Super-Earth,3-10 days
,1,4.99,130.95,,,Super-Jupiter,3-10 days
,1,9.89,185.71,,,Super-Jupiter,3-10 days
,1,24.74,1955.81,,,Super-Jupiter,10-30 days
,1,42.02,431.51,,,Super-Jupiter,30-100 days
,1,10.63,324.85,,,Super-Jupiter,10-30 days
,1,2.27,145.17,,,Super-Jupiter,<3 days
,1,99.62,6.5,,,Jupiter-sized,30-100 days
,1,9.97,2.93,,,Neptune-sized,3-10 days
,1,90.23,5.36,,,Jupiter-sized,30-100 days
,1,18.34,3.11,,,Neptune-sized,10-30 days
,1,2.96,124.4,,,Super-Jupiter,<3 days
,1,2.83,95.14,,,Super-Jupiter,<3 days
,1,32.62,489.42,,,Super-Jupiter,30-100 days
,1,6.54,6109.11,,,Super-Jupiter,3-10 days
,1,13.04,179.66,,,Super-Jupiter,10-30 days
,1,46.57,9.31,,,Jupiter-sized,30-100 days
,1,5.69,452.6,,,Super-Jupiter,3-10 days
,1,87.65,3.78,,,Neptune-sized,30-100 days
,1,7.08,171.66,,,Super-Jupiter,3-10 days
,1,8.31,443.34,,,Super-Jupiter,3-10 days
,1,9.11,224.8,,,Super-Jupiter,3-10 days
,1,4.83,8.13,,,Jupiter-sized,3-10 days
,1,7.92,4.28,,,Jupiter-sized,3-10 days
,1,2.97,204.5,,,Super-Jupiter,<3 days
,1,11.31,154.08,,,Super-Jupiter,10-30 days
,1,47.15,3.71,,,Neptune-sized,30-100 days
,1,8.02,97.66,,,Super-Jupiter,3-10 days
,1,55.05,5.09,,,Jupiter-sized,30-100 days
,1,7.06,129.16,,,Super-Jupiter,3-10 days
,1,3.0,361.06,,,Super-Jupiter,<3 days
,1,12.54,198.82,,,Super-Jupiter,10-30 days
,1,10.3,650.96,,,Super-Jupiter,10-30 days
,1,3.02,125.43,,,Super-Jupiter,3-10 days
,1,1.49,2177.03,,,Super-Jupiter,<3 days
,1,4.84,114.57,,,Super-Jupiter,3-10 days
,1,1.51,8.32,,,Jupiter-sized,<3 days
,1,88.04,10.0,,,Jupiter-sized,30-100 days
,1,2.85,112.42,,,Super-Jupiter,<3 days
,1,79.53,6.44,,,Jupiter-sized,30-100 days
,1,2.02,104.79,,,Super-Jupiter,<3 days
,1,1.56,469.09,,,Super-Jupiter,<3 days
,1,26.62,7.55,,,Jupiter-sized,10-30 days
,1,3.69,134.38,,,Super-Jupiter,3-10 days
,1,2.48,5581.28,,,Super-Jupiter,<3 days
,1,10.64,264.47,,,Super-Jupiter,10-30 days
,1,11.53,145.69,,,Super-Jupiter,10-30 days
,1,1.35,3855.48,,,Super-Jupiter,<3 days
,1,9.2,193.86,,,Super-Jupiter,3-10 days
,1,34.92,8.18,,,Jupiter-sized,30-100 days
,1,8.48,273.59,,,Super-Jupiter,3-10 days
,1,13.04,294.38,,,Super-Jupiter,10-30 days
,1,9.58,173.37,,,Super-Jupiter,3-10 days
,1,46.7,751.71,,,Super-Jupiter,30-100 days
,1,56.45,2.49,,,Neptune-sized,30-100 days
,1,5.43,6316.4,,,Super-Jupiter,3-10 days
,1,18.09,406.35,,,Super-Jupiter,10-30 days
,1,96.49,9.38,,,Jupiter-sized,30-100 days
,1,11.51,338.17,,,Super-Jupiter,10-30 days
,1,13.17,4092.49,,,Super-Jupiter,10-30 days
,1,47.19,3.48,,,Neptune-sized,30-100 days
,1,32.4,4.43,,,Jupiter-sized,30-100 days
,1,20.38,386.65,,,Super-Jupiter,10-30 days
,1,22.26,3.83,,,Neptune-sized,10-30 days
,1,35.89,273.95,,,Super-Jupiter,30-100 days
,1,44.59,284.1,,,Super-Jupiter,30-100 days
,1,10.73,193.24,,,Super-Jupiter,10-30 days
,1,6.78,172.47,,,Super-Jupiter,3-10 days
,1,1.73,177.54,,,Super-Jupiter,<3 days
,1,58.21,4.32,,,Jupiter-sized,30-100 days
,1,40.27,3.48,,,Neptune-sized,30-100 days
,1,4.8,126.61,,,Super-Jupiter,3-10 days
,1,27.32,3.04,,,Neptune-sized,10-30 days
,1,8.0,303.45,,,Super-Jupiter,3-10 days
,1,4.41,92.19,,,Super-Jupiter,3-10 days
,1,30.99,7.47,,,Jupiter-sized,30-100 days
,1,8.18,449.34,,,Super-Jupiter,3-10 days
,1,20.23,3.36,,,Neptune-sized,10-30 days
,1,1.66,2830.22,,,Super-Jupiter,<3 days
,1,43.76,565.77,,,Super-Jupiter,30-100 days
,1,9.47,198.07,,,Super-Jupiter,3-10 days
,1,18.17,6.83,,,Jupiter-sized,10-30 days
,1,13.73,185.02,,,Super-Jupiter,10-30 days
,1,8.01,168.8,,,Super-Jupiter,3-10 days
,1,11.14,2084.8,,,Super-Jupiter,10-30 days
,1,4.78,108.13,,,Super-Jupiter,3-10 days
,1,71.97,9.69,,,Jupiter-sized,30-100 days
,1,1.52,83.93,,,Super-Jupiter,<3 days
,1,8.72,177.67,,,Super-Jupiter,3-10 days
,1,4.66,136.52,,,Super-Jupiter,3-10 days
,1,4.51,8.45,,,Jupiter-sized,3-10 days
,1,89.98,6.19,,,Jupiter-sized,30-100 days
,1,50.01,9.0,,,Jupiter-sized,30-100 days
,1,22.43,7.74,,,Jupiter-sized,10-30 days
,1,7.2,157.17,,,Super-Jupiter,3-10 days
,1,7.92,169.91,,,Super-Jupiter,3-10 days
,1,2.75,103.43,,,Super-Jupiter,<3 days
,1,6.34,136.8,,,Super-Jupiter,3-10 days
,1,70.81,5.83,,,Jupiter-sized,30-100 days
,1,10.16,153.16,,,Super-Jupiter,10-30 days
,1,6.87,255.35,,,Super-Jupiter,3-10 days
,1,53.86,8.37,,,Jupiter-sized,30-100 days
,1,5.86,360.22,,,Super-Jupiter,3-10 days
,1,11.2,131.07,,,Super-Jupiter,10-30 days
,1,92.66,9.93,,,Jupiter-sized,30-100 days
,1,8.83,186.11,,,Super-Jupiter,3-10 days
,1,11.78,234.25,,,Super-Jupiter,10-30 days
,1,38.85,1.98,,,Super-Earth,30-100 days
,1,2.47,1054.74,,,Super-Jupiter,<3 days
,1,1.54,8845.21,,,Super-Jupiter,<3 days
,1,1.24,3421.17,,,Super-Jupiter,<3 days
,1,13.67,193.2,,,Super-Jupiter,10-30 days
,1,5.84,433.52,,,Super-Jupiter,3-10 days
,1,84.1,9.78,,,Jupiter-sized,30-100 days
,1,37.04,832.78,,,Super-Jupiter,30-100 days
,1,12.72,891.64,,,Super-Jupiter,10-30 days
,1,1.41,68.19,,,Super-Jupiter,<3 days
,1,35.98,8.2,,,Jupiter-sized,30-100 days
,1,76.96,7.93,,,Jupiter-sized,30-100 days
,1,30.45,434.45,,,Super-Jupiter,30-100 days
,1,2.01,97.97,,,Super-Jupiter,<3 days
,1,8.42,207.41,,,Super-Jupiter,3-10 days
,1,28.53,1.02,,,Earth-sized,10-30 days
,1,13.15,130.91,,,Super-Jupiter,10-30 days
,1,3.73,114.6,,,Super-Jupiter,3-10 days
,1,1.49,81.83,,,Super-Jupiter,<3 days
,1,8.8,6.87,,,Jupiter-sized,3-10 days
,1,13.35,165.34,,,Super-Jupiter,10-30 days
,1,9.12,169.65,,,Super-Jupiter,3-10 days
,1,5.4,7968.66,,,Super-Jupiter,3-10 days
,1,78.75,2.73,,,Neptune-sized,30-100 days
,1,78.98,6.55,,,Jupiter-sized,30-100 days
,1,7.95,177.48,,,Super-Jupiter,3-10 days
,1,24.16,255.21,,,Super-Jupiter,10-30 days
,1,87.02,7.74,,,Jupiter-sized,30-100 days
,1,12.6,997.14,,,Super-Jupiter,10-30 days
,1,11.75,2768.09,,,Super-Jupiter,10-30 days
,1,10.96,612.92,,,Super-Jupiter,10-30 days
,1,12.41,765.28,,,Super-Jupiter,10-30 days
,1,6.67,147.34,,,Super-Jupiter,3-10 days
,1,1.65,1116.52,,,Super-Jupiter,<3 days
,1,36.72,1.78,,,Super-Earth,30-100 days
,1,12.12,2392.5,,,Super-Jupiter,10-30 days
,1,25.16,2.31,,,Neptune-sized,10-30 days
,1,2.46,5382.38,,,Super-Jupiter,<3 days
,1,12.35,195.06,,,Super-Jupiter,10-30 days
,1,1.53,2538.17,,,Super-Jupiter,<3 days
,1,59.73,2.47,,,Neptune-sized,30-100 days
,1,1.41,164.85,,,Super-Jupiter,<3 days
,1,58.76,9.04,,,Jupiter-sized,30-100 days
,1,1.96,122.46,,,Super-Jupiter,<3 days
,1,33.8,7.09,,,Jupiter-sized,30-100 days
,1,19.21,5.18,,,Jupiter-sized,10-30 days
,1,71.56,8.98,,,Jupiter-sized,30-100 days
,1,16.37,399.54,,,Super-Jupiter,10-30 days
,1,3.64,133.18,,,Super-Jupiter,3-10 days
,1,23.2,187.03,,,Super-Jupiter,10-30 days
,1,72.18,8.78,,,Jupiter-sized,30-100 days
,1,13.3,157.18,,,Super-Jupiter,10-30 days
,1,9.99,367.67,,,Super-Jupiter,3-10 days
,1,98.29,7.2,,,Jupiter-sized,30-100 days
,1,2.79,127.42,,,Super-Jupiter,<3 days
,1,12.41,765.28,,,Super-Jupiter,10-30 days
,1,45.38,2637.2,,,Super-Jupiter,30-100 days
,1,77.29,2.83,,,Neptune-sized,30-100 days
,1,6.98,141.59,,,Super-Jupiter,3-10 days
,1,83.72,1.87,,,Super-Earth,30-100 days
,1,13.38,5.21,,,Jupiter-sized,10-30 days
,1,13.16,5.84,,,Jupiter-sized,10-30 days
,1,65.97,2.84,,,Neptune-sized,30-100 days
,1,97.93,7.81,,,Jupiter-sized,30-100 days
,1,9.39,254.52,,,Super-Jupiter,3-10 days
,1,13.28,166.03,,,Super-Jupiter,10-30 days
,1,26.11,9.3,,,Jupiter-sized,10-30 days
,1,5.73,129.91,,,Super-Jupiter,3-10 days
,1,75.74,9.79,,,Jupiter-sized,30-100 days
,1,13.9,3.89,,,Neptune-sized,10-30 days
,1,31.73,609.43,,,Super-Jupiter,30-100 days
,1,5.48,622.21,,,Super-Jupiter,3-10 days
,1,11.81,158.78,,,Super-Jupiter,10-30 days
,1,5.18,122.83,,,Super-Jupiter,3-10 days
,1,12.79,208.66,,,Super-Jupiter,10-30 days
,1,52.93,6.02,,,Jupiter-sized,30-100 days
,1,9.07,304.92,,,Super-Jupiter,3-10 days
,1,43.81,3.55,,,Neptune-sized,30-100 days
,1,50.15,8.64,,,Jupiter-sized,30-100 days
,1,23.08,505.57,,,Super-Jupiter,10-30 days
,1,1.25,88.01,,,Super-Jupiter,<3 days
,1,10.91,163.78,,,Super-Jupiter,10-30 days
,1,8.04,430.44,,,Super-Jupiter,3-10 days
,1,9.62,139.09,,,Super-Jupiter,3-10 days
,1,30.62,9.8,,,Jupiter-sized,30-100 days
,1,5.91,370.9,,,Super-Jupiter,3-10 days
,1,1.55,71.81,,,Super-Jupiter,<3 days
,1,13.3,275.11,,,Super-Jupiter,10-30 days
,1,10.75,549.3,,,Super-Jupiter,10-30 days
,1,6.2,151.37,,,Super-Jupiter,3-10 days
,1,15.08,2124.11,,,Super-Jupiter,10-30 days
,1,13.12,267.55,,,Super-Jupiter,10-30 days
,1,1.77,103.25,,,Super-Jupiter,<3 days
,1,96.72,7.5,,,Jupiter-sized,30-100 days
,1,17.96,3624.61,,,Super-Jupiter,10-30 days
,1,9.67,197.25,,,Super-Jupiter,3-10 days
,1,14.09,445.2,,,Super-Jupiter,10-30 days
,1,28.29,8.89,,,Jupiter-sized,10-30 days
,1,12.89,101.98,,,Super-Jupiter,10-30 days
,1,54.97,6.31,,,Jupiter-sized,30-100 days
,1,9.99,234.25,,,Super-Jupiter,3-10 days
,1,17.69,221.4,,,Super-Jupiter,10-30 days
,1,3.48,114.72,,,Super-Jupiter,3-10 days
,1,13.31,210.81,,,Super-Jupiter,10-30 days
,1,8.16,142.79,,,Super-Jupiter,3-10 days
,1,70.58,2.17,,,Neptune-sized,30-100 days
,1,16.57,6.08,,,Jupiter-sized,10-30 days
,1,2.0,1422.18,,,Super-Jupiter,<3 days
,1,1.29,150.5,,,Super-Jupiter,<3 days
,1,38.7,1490.99,,,Super-Jupiter,30-100 days
,1,4.98,89.1,,,Super-Jupiter,3-10 days
,1,37.37,5.74,,,Jupiter-sized,30-100 days
,1,10.76,506.16,,,Super-Jupiter,10-30 days
,1,12.78,9040.81,,,Super-Jupiter,10-30 days
,1,12.8,192.02,,,Super-Jupiter,10-30 days
,1,61.15,3.31,,,Neptune-sized,30-100 days
,1,3.73,161.85,,,Super-Jupiter,3-10 days
,1,8.11,235.13,,,Super-Jupiter,3-10 days
,1,12.38,137.53,,,Super-Jupiter,10-30 days
,1,1.54,105.37,,,Super-Jupiter,<3 days
,1,2.67,224.76,,,Super-Jupiter,<3 days
,1,77.19,1.09,,,Earth-sized,30-100 days
,1,9.78,166.01,,,Super-Jupiter,3-10 days
,1,66.81,2.0,,,Neptune-sized,30-100 days
,1,6.84,169.86,,,Super-Jupiter,3-10 days
,1,7.18,133.94,,,Super-Jupiter,3-10 days
,1,30.22,750.34,,,Super-Jupiter,30-100 days
,1,49.53,7.35,,,Jupiter-sized,30-100 days
,1,6.81,1768.69,,,Super-Jupiter,3-10 days
,1,62.75,5.4,,,Jupiter-sized,30-100 days
,1,8.0,158.65,,,Super-Jupiter,3-10 days
,1,13.35,620.24,,,Super-Jupiter,10-30 days
,1,9.43,100.31,,,Super-Jupiter,3-10 days
,1,2.05,162.34,,,Super-Jupiter,<3 days
,1,53.87,3.6,,,Neptune-sized,30-100 days
,1,9.39,140.8,,,Super-Jupiter,3-10 days
,1,24.15,2.17,,,Neptune-sized,10-30 days
,1,1.61,72.34,,,Super-Jupiter,<3 days
,1,13.88,2772.37,,,Super-Jupiter,10-30 days
,1,95.5,7.16,,,Jupiter-sized,30-100 days
,1,32.96,1092.28,,,Super-Jupiter,30-100 days
,1,6.96,228.27,,,Super-Jupiter,3-10 days
,1,10.99,150.17,,,Super-Jupiter,10-30 days
,1,2.94,91.78,,,Super-Jupiter,<3 days
,1,5.34,104.42,,,Super-Jupiter,3-10 days
,1,4.67,160.8,,,Super-Jupiter,3-10 days
,1,46.7,4.97,,,Jupiter-sized,30-100 days
,1,51.23,4.58,,,Jupiter-sized,30-100 days
,1,5.49,157.99,,,Super-Jupiter,3-10 days
,1,83.41,4.87,,,Jupiter-sized,30-100 days
,1,5.4,2105.67,,,Super-Jupiter,3-10 days
,1,25.75,423.57,,,Super-Jupiter,10-30 days
,1,2.81,73.02,,,Super-Jupiter,<3 days
,1,18.89,5.87,,,Jupiter-sized,10-30 days
,1,8.64,145.49,,,Super-Jupiter,3-10 days
,1,18.28,180.77,,,Super-Jupiter,10-30 days
,1,2.93,124.99,,,Super-Jupiter,<3 days
,1,4.74,164.43,,,Super-Jupiter,3-10 days
,1,16.74,418.84,,,Super-Jupiter,10-30 days
,1,12.77,207.85,,,Super-Jupiter,10-30 days
,1,90.16,4.74,,,Jupiter-sized,30-100 days
,1,10.74,160.08,,,Super-Jupiter,10-30 days
,1,6.06,267.73,,,Super-Jupiter,3-10 days
,1,51.51,6.25,,,Jupiter-sized,30-100 days
,1,9.78,197.11,,,Super-Jupiter,3-10 days
,1,62.08,3.18,,,Neptune-sized,30-100 days
,1,70.6,7.73,,,Jupiter-sized,30-100 days
,1,13.01,9.07,,,Jupiter-sized,10-30 days
,1,1.65,1068.21,,,Super-Jupiter,<3 days
,1,3.41,104.18,,,Super-Jupiter,3-10 days
,1,91.32,6.12,,,Jupiter-sized,30-100 days
,1,10.29,217.04,,,Super-Jupiter,10-30 days
,1,80.61,6.84,,,Jupiter-sized,30-100 days
,1,6.45,87.02,,,Super-Jupiter,3-10 days
,1,93.67,9.64,,,Jupiter-sized,30-100 days
,1,12.76,385.91,,,Super-Jupiter,10-30 days
,1,44.97,292.21,,,Super-Jupiter,30-100 days
,1,16.09,1.28,,,Super-Earth,10-30 days
,1,47.57,6.0,,,Jupiter-sized,30-100 days
,1,48.82,4.55,,,Jupiter-sized,30-100 days
,1,6.43,182.87,,,Super-Jupiter,3-10 days
,1,59.75,2.7,,,Neptune-sized,30-100 days
,1,12.23,221.29,,,Super-Jupiter,10-30 days
,1,6.33,384.97,,,Super-Jupiter,3-10 days
,1,23.41,9.72,,,Jupiter-sized,10-30 days
,1,5.98,8.75,,,Jupiter-sized,3-10 days
