target_id,period
418959198,4.8962484
350132371,1.0318213
128501004,0.78999
2041563029,12.80758
377304435,11.35626
138968089,0.6412558
25375553,2.3109689
293954617,7.4341456
375506058,2.650232
284441182,2.5272822
306263608,20.7724316
306263608,52.5637056
306955329,6.3634106
352413427,5.2544884
427654774,5.222621
431514478,8.4953513
432549364,1.2174936
240681314,2.7324809
409794137,10.1802014
421308357,16.6828999
393940766,4.8670758
335483600,3.354053
197650870,2.1853174
252616865,5.7121916
452803785,5.0037857
67309890,1.1623941
377191482,2.9551881
233541860,0.2666485
459978312,23.28798
198457103,0.4721054
219751469,6.98301
260985861,3.3399432
283474780,3.9943
53875855,4.4902667
354594208,0.86673
15692883,5.147905
411608801,5.0267996
431148743,2.6277641
384045439,10.82661
371673488,0.8165295
316402246,1.4014167
414870287,4.95898
271893367,5.8574075
377420580,1.4147363
329145325,1.077774
410528770,2.7536237
428065977,1.6534102
326114850,1.2456423
331034236,3.4272549
64836837,10.9115374
430677414,0.46741
415741431,2.1575124
272828463,1.577609
382302241,1.59782
377739433,1.23852
376682699,1.1025238
434718964,1.597226
269509393,1.76589
270238522,1.36991
470709084,3.66505
376637093,2.0560153
455962313,2.25505
427761355,1.902606
272049972,1.0960111
191284318,2.7759678
16920150,9.155934
355636844,6.30556
17005768,6.8424983
44631965,3.5686777
188768068,2.1779407
190998418,2.8791023
229944666,11.3125266
236887394,1.4200248
237086564,1.8718991
240968774,5.9711357
243185500,15.5324385
243185500,1.880531
283722336,3.0929386
283722336,6.7650398
220435095,3.4231002
445137888,2.013653
173612049,6.4902646
177244357,6.54692
252636888,2.590266
389525208,6.74657
318746829,5.2273176
319068154,3.7983639
367607434,8.2916
431585347,5.13664
455791689,1.2918334
127425841,1.5166573
194203348,1.13345
409520860,0.71933
440100539,12.6017
191146556,2.5798051
129637892,5.4499753
241065596,1.6256942
288348498,1.67546
326919774,7.57193
327341626,5.9382163
299158887,9.4341589
441732151,2.09989
405794804,1.44127
320506985,1.08697
117322779,0.68601
241040309,3.4648951
220518305,14.152
241076290,0.2580006
245462406,2.27456
249862365,0.98999
249945230,1098.2258586
250724252,0.5596691
251384275,1099.2560385
256414077,3.01106
259151170,
284050395,1.35932
285666479,1.71614
140691463,2.0845434
285674856,1.74626
285677945,1.2427
292321872,8.66698
302773669,21.216464
307111282,
316254876,2.4611008
327011842,0.783879
332154944,0.99837
348135793,1.97741
354400186,9.07768
403136413,2.51266
354469661,4.7947749
370759867,
374400599,1.8932775
403256331,3.77188
418987806,0.88654
444415148,1.83641
445144327,1.80794
458914949,12.5343031
